QQQ,XLK,VGT,FDN,IYW,IXN,XT,IGV,QTEC,FTEC,FXL,KWEB,SKYY,HACK,RYT,IGM,ARKK,ROBO,SOXX,SMH,TDIV,CIBR,SOXL,PNQI,TECL,CQQQ,ARKW,XNTK,IPAY,EMQQ,PSCT,PSJ,ROM,XSD,PSI,IEUS,SOCL,XSW,PTF,SOXS,JHMT,ITEQ,PXQ,ISRA,IGN,USD,TECS,SSG,SCID,REW
0.000255842,0.000425804,0.001620469,-0.000382312,0.001634127,0.003166325,0.005366041,0.006871609,0.009571369,0.002252252,0.009371509,-0.001033058,0.00819102,0.013724743,0.007324557,0.001585183,0.002882253,0.004816599,0.007232763,0.007700601,0.003123915,0.008116883,0.022106309,-0.000796079,-0.001303498,0.011253599,0.002035766,0.006553984,0.001611743,0.005845674,0.010992819,0.006414801,0.000880863,0.010893686,0.004965771,0.011899416,-0.00465313,0.006894364,0.006831182,-0.020562771,0.003744044,0.0099167,0.009364316,0.009279086,0.00752465,0.007467905,0.000981354,-0.010204082,0.011904762,-0.005678322
-0.000255776,0.000638434,0.002213896,-0.000509944,0.002060793,0.001392499,0.002154022,0.004130747,0.008246084,0.001966292,0.007873661,0.004886246,0.003609868,0.0060173,0.00628869,0.001582674,-0.006812721,0.005162242,0.008579689,0.005196393,0.001038062,0.006441224,0.02600243,0.001417173,0.002827931,0.002070393,-0.003609084,0.007710761,0.000802568,-0.000387447,0.003130664,0.001252359,0.006915292,0.013570146,0.016778795,-0.003993787,-0.001742456,0.002606146,0.008800927,-0.026519337,0.004408274,0.003534957,0.004747212,-0.001386139,0.004120525,0.027920419,-0.003431373,-0.019196587,0,-0.003854052
0.000767525,0,-0.000424809,-0.001403061,-0.001456727,-0.001854084,0.001978202,-0.00313003,-0.001432949,-0.000283151,-0.001673633,-0.00331884,-0.002098433,-0.001495327,-0.000488234,-0.000332668,0.004070131,-0.002751284,0.000462321,0.00030409,-0.000691324,0,0.001184273,-0.004626051,-0.001301518,-0.00552686,-0.002482601,-0.002890665,0.00159984,-0.006705426,0.010019711,0.001478977,-0.005665989,0.006694231,0.006505102,0.00226331,-0.002877943,0,0.001996013,-0.001702611,0,-0.000391389,-0.00043192,-0.001090621,-0.000512952,-0.010196976,-0.000491884,-0.010511055,0,0.003388873
0.001789519,0.003615483,0.004674883,0.004853749,0.004290741,0.00436519,0.004992691,0.010047546,0.005731832,0.004770064,0.0072683,0.006453278,0.007508007,0.012729315,0.005177804,0.004825291,0.004819004,0.002391024,0.004898336,0.004863961,0.0039156,0.0128,0.016087059,0.004181601,0.010860122,-0.000677816,0.008975928,0.007844475,0.013510863,0.007527217,0.001382339,0.009675105,0.009339633,0.002346959,0.007160056,0.00599223,0.006344625,0.0127824,0.010193956,-0.01648664,0.009115463,0.014487079,0.009469457,0.007309465,0.009237875,0.023492669,-0.010826772,-0.004761905,0,-0.006473403
-0.006464784,-0.005509642,-0.005499154,-0.005974323,-0.005297787,-0.005825781,-0.011329807,-0.005062617,-0.008650519,-0.005302819,-0.005273658,-0.016670941,-0.005364881,-0.007393715,-0.005831471,-0.005630071,-0.001325923,-0.005321101,-0.008277384,-0.007865678,-0.004933984,-0.008425487,-0.025844005,-0.00892326,-0.014396218,-0.009872687,-0.010513546,-0.004737733,-0.005822083,-0.011227774,-0.004790905,-0.004567622,-0.012627912,-0.007609756,-0.010380623,0.002682209,-0.012728044,-0.005501867,-0.008616445,0.026011561,-0.005687521,-0.008487071,-0.007971185,-0.01007172,-0.003813883,-0.028592853,0.015920398,0.017298491,0,0.009631728
-0.001626712,0.002130833,0.002041684,0.005242967,0.001718065,0.000930146,-0.002296514,0.006159614,0.003387743,0.001683502,0.00586027,0.000521648,0.007793751,0.004096834,0.003714928,0.002164863,-0.015065913,0.000955543,0.004080497,0.00335417,-0.00017313,0.000531067,0.012189293,0.005402161,0.004360148,-0.002847769,0.000572129,0.002210133,-0.003122765,-0.000391696,0.005385117,0.004198153,0.006615215,0.0043256,0.003496503,-0.010069939,0.001289214,0.001835536,0.002731562,-0.010140845,0.001009421,-0.001996878,0.002167987,0.0044401,0.003062787,0.008753685,-0.00489716,-0.008321274,0,-0.005892256
0.001457851,0.00042526,0.000933865,0.003689098,0.000857559,-0.000371713,-0.001148985,0.000887233,0.010026601,0.001120448,-0.001941117,0.013295099,0.004978146,-0.005563798,0.004577773,-0.000997009,-0.001457935,-0.001138923,0.004433361,0.004254673,0.00034632,0,0.013931523,0.007290746,0.001519427,0.007330587,-0.005881392,-0.000848176,0,0.005877743,0.000486934,-0.002092391,-0.000219058,0.005090055,0.005384859,-0.004799046,0.006437768,-0.001648956,0.002724121,-0.015367103,0,0.000436838,-0.005250722,-0.001235184,-0.00610687,0.003629446,0.000492126,-0.008391098,-0.013029412,0.001975727
0.001370098,0.003825717,0.002714165,0.001520913,0.003255934,0.003811472,0.004217791,0.002659339,0.002228525,0.002520985,0.004168023,0.002572678,0.002741683,0.005221932,0.00242389,0.006403859,0.00716628,0.005258303,0.003954023,0.003480103,0.003635105,0.006900212,0.010246856,0.001972485,0.010403121,0.017329501,0.007313065,0.002716469,0.004726719,0.004990261,0.000811162,0.006139519,0.007668712,0.001947799,0,0.002549765,0.007675906,0.008251055,0.00271672,-0.010982659,0.008403361,-0.000389864,0.009606756,-0.003759745,0.007168459,0.019940063,-0.011805214,-0.012799853,0,0
-0.00324953,-0.003387677,-0.001860937,-0.001518603,-0.002647536,-0.002130024,-0.003436426,-0.001591371,-0.003032141,-0.001677361,-0.001936819,0.009494483,-0.001623887,-0.002226345,-0.0009469,-0.002756797,-0.009705692,0.000275305,-0.001923429,-0.001658625,-0.002421525,-0.003690037,-0.008759797,-0.001147562,-0.008901759,0.008856195,-0.004364141,-0.001693193,-0.001904006,0.004337529,0.000324202,-0.002456644,-0.007827789,0.002916019,-0.004410838,-0.005443512,-0.001354211,-0.003669484,-0.000246305,0.005260082,0,0.001450858,-0.000258796,-0.000850113,0.002541942,-0.008383861,0.008959681,0.003648615,0,-0.00044507
-0.001029513,-0.001699596,-0.000932203,0.002154626,-0.001798253,-0.001113689,-0.002398467,-0.003187815,-0.002635848,-0.001677383,-0.003051066,-0.003304525,-0.003696116,-0.005578282,-0.001666149,-0.000135901,-0.01062635,-0.012844037,-0.000642379,0,-0.001030436,-0.006349206,0.000697674,0.002398437,-0.002705335,-0.00504099,-0.001274016,-0.002374491,0.003099913,-0.001925897,-0.005023497,-0.001920067,0.000109577,-0.00290754,0.003481013,-0.003140422,0.006017459,-0.000328839,-0.002463661,0.002325581,-0.007333333,0.000887947,-0.007394605,-0.001744393,-0.009381339,0.007266369,0.002960039,0.002970665,0,-0.000681994
0.002576434,0.003192169,0.003732293,0.001138232,0.003602985,0.002805909,0.001252045,0.001776672,0.006708681,0.003923271,0.005563863,0.011476664,0.000593931,0.013089005,0.004460822,0.00298359,-0.006985679,0.005576208,0.007897153,0.00921311,0.003461405,0.014376997,0.026260748,0.008477831,0.007161458,0.012026612,0.001070554,0.001693302,0.000396197,0.012757105,0.009609121,0.003699057,0.005149556,0.012752722,0.010406812,0.013951395,0.007371525,0.005116959,0.004939491,-0.024361949,0.001343183,0.002108949,0,0.004600407,0.012285641,0.004823159,-0.007870143,-0.022213995,0,-0.006204174
0.003255097,0.004454815,0.004225471,0.003789793,0.004102915,0.004799318,0.0070771,0.00744879,0.001817447,0.005018117,0.004148424,0.007564297,0.004447361,0.012919897,0.004151381,0.004379441,0.010894204,0.004221811,-0.001002187,-0.000897935,0.004829251,0.015217848,-0.005434783,0.004530756,0.012497307,0.012136536,0.005494551,0.004080136,0.005940594,0.009163803,0.012582675,0.010418772,0.007739263,0.003148034,0,0.0063249,0.00606314,0.010216364,0.009338904,0.005350773,0.009882629,0.009777046,0.020987163,0.008164714,0.008343869,-0.004567249,-0.000991572,0.006285498,0.020012857,-0.00681328
0.006232923,0.005068638,0.004291845,0.009942109,0.004256406,0.008206547,0.003637472,0.002640613,0.005644023,0.003885651,0.00082736,0.027527528,0.004501909,0.009110787,0.001538314,0.005347594,0.023022723,0.017147569,-0.002279982,-0.00014979,0.002269138,0.002590499,-0.008424408,0.016064299,0.015109598,0.034474144,0.00936834,0.00591785,-0.000791339,0.02553916,0.000159312,0.000616495,0.010600324,-0.006314581,-0.005617978,0.013342155,0.02244389,0.000781111,0.000486973,0.006505027,0.000840121,0.002849342,0.002378864,0.004577465,0.000501505,0.008573655,-0.025310174,0.00127935,0,-0.00714002
0.000593975,0.002521538,0.002346238,0.001246106,0.002034416,0.003018109,-0.001518027,-0.000790097,0.001803969,0.002211778,0.001650597,-0.013882124,-0.001247554,-0.000361141,0.002783911,0.001554828,0.00507818,0.004089758,-0.007586837,-0.00659176,0.002188648,-0.000979887,-0.022043628,-0.001653006,0.006079665,-0.009659503,0.004033105,-0.000505796,0.006308141,-0.003873824,0.001911437,0.00432929,0.003425024,-0.010783747,-0.00502511,-0.000139282,-0.002439024,0.004292756,-0.00267705,0.022914219,0.000530856,0.001913336,0.004272822,0.003855591,0.002255639,-0.019577537,-0.007637475,0.016159339,0,-0.003741007
-0.005851425,-0.008174387,-0.008443404,-0.002738021,-0.009728449,-0.007203428,-0.000760167,-0.005535055,-0.004601841,-0.008,-0.004946382,0.00543344,-0.003531257,-0.001806358,-0.004164273,-0.007026718,0.0001034,0.003496377,-0.001750023,-0.001960489,-0.006151743,-0.00160033,-0.004461141,-0.002874554,-0.022713065,0.009266033,-0.000800164,-0.004868863,-0.001957713,-0.000733333,-0.003020668,-0.00678293,-0.019733333,-0.005255986,-0.00352998,0.00383949,-0.001629992,-0.003832104,-0.01000488,0.005169443,-0.000530574,0.000765404,0,0.002793296,-0.003750938,0.004203889,0.02257568,-3.69822E-06,0,0.015092432
-0.025164207,-0.024513948,-0.023522469,-0.022089105,-0.023577652,-0.023420279,-0.022441993,-0.021910063,-0.026733668,-0.023359288,-0.025957976,-0.029476787,-0.02184484,-0.022439377,-0.025522711,-0.021064758,-0.014037512,-0.022000718,-0.035523159,-0.036264733,-0.026134801,-0.016985522,-0.110141509,-0.023755766,-0.072921109,-0.028509302,-0.009255533,-0.020111369,-0.024593958,-0.034106493,-0.027746771,-0.024363037,-0.045048966,-0.037573386,-0.03444346,-0.020520382,-0.025714286,-0.018623045,-0.024205078,0.109714286,-0.022959522,-0.015678776,-0.02347999,-0.014623955,-0.014056225,-0.070209314,0.071751129,0.067677765,0,0.038121932
0.017938397,0.016681109,0.015886721,0.012761613,0.016710411,0.01307251,0.011673152,0.011471412,0.016315572,0.015660592,0.012758614,0.017463933,0.017498094,0.009996298,0.015586465,0.013364714,0,0.004499128,0.018654932,0.020539354,0.016066384,0.00619099,0.059899284,0.012403747,0.051287948,0.007212136,0,0.013787931,-0.008570934,0.019186493,0.007708709,0.008892653,0.031905196,0.016876779,0.014229508,0.006118618,0.012987013,0.007436715,0.008184298,-0.0623069,0.001090057,-0.002331002,-0.00183989,-0.002826855,0.008910387,0.043521327,-0.052434457,-0.043467418,-0.007512521,-0.0261004
-0.008940084,-0.007244833,-0.007054224,-0.011970766,-0.006453834,-0.007890828,-0.014319231,-0.014824076,-0.010160536,-0.007569386,-0.013158411,-0.012064677,-0.01156825,-0.019794721,-0.012044682,-0.009704711,-0.01778837,-0.012705667,-0.008827949,-0.010907974,-0.012337098,-0.01185622,-0.029007252,-0.013183993,-0.023845986,-0.014567901,-0.025588952,-0.012579996,-0.001622718,-0.019578313,-0.01171875,-0.015949633,-0.012036219,-0.0089982,-0.007564492,-0.019581958,-0.013068652,-0.018563636,-0.014331529,0.028995058,-0.000139077,-0.015965732,0.006153037,-0.013819986,-0.010598032,-0.024625707,0.024703557,0.017200797,0,0.014635519
0.004770579,0.004722043,0.005050073,0.002805765,0.006928807,0.003087864,0.000628226,0.001812908,0.003490043,0.005649718,0.00425434,0.008938688,0.003001398,0.000747943,0.000589912,0.004355474,0.005493332,-0.001647996,0.008811825,0.008387698,0.001759324,-0.00047613,0.028586145,0.001300544,0.016136262,0.006765222,0.003338891,0.003789184,0.005688744,0.005952381,-0.002305665,0.001068458,0.005165977,0.007465698,0.004872964,0.006508079,0.004860878,0.005203876,0.008393493,-0.029245384,0.004549464,-0.007835378,0.010607882,-0.001437298,0.003825555,0.017865635,-0.014946962,-0.011747953,-0.015563499,-0.014036061
0.015538674,0.016449477,0.016521887,0.009665522,0.017718906,0.01875,0.013500339,0.014296055,0.019230769,0.016014045,0.020333193,0.021712004,0.008679212,0.006726457,0.016114769,0.015511634,0.023166023,0.008976927,0.0231051,0.024799754,0.020021075,0.008288609,0.069103655,0.011099303,0.049625055,0.032354405,0.017436571,0.013898421,0,0.017369727,0.018811489,0.017466942,0.041787035,0.023633086,0.021958145,0.006243032,0.01292744,0,0.017136289,-0.067619571,0.01316105,0.007099553,0.010346549,0.003958258,0.012957317,0.050260483,-0.049437102,-0.054755043,0,0
-0.002975179,-0.007776377,-0.003686327,-0.00012596,-0.003380663,-0.005036169,-0.003524432,-0.009277431,-0.001806503,-0.006085137,-0.004700678,0.001709819,-0.007121198,-0.003340757,-0.006382361,-0.002956393,0,-0.006985294,0.000275406,0.000450924,-0.006198347,-0.004199475,0.000468384,-0.002452412,-0.012817819,-0.006509161,0.004499833,-0.004586224,0.000707071,-0.000750469,-0.003233981,-0.00879397,-0.005232137,-0.000978282,0.000412345,-0.007033016,0.000823384,-0.003499822,-0.001301115,-0.001768868,-0.004993367,-0.007089109,-0.001791656,-0.001075269,-0.006270379,0.016551753,0.011328527,-0.01257622,0,-0.024926851
-0.004348197,-0.001906376,-0.001093172,-0.003905266,-0.002204885,-0.00018406,0.00102709,0.000720331,-0.001407601,-0.001390821,0.005842335,-0.001706901,0.004481919,0.008938547,0.00243309,-0.000576559,0.008471698,0.011121807,0.001193098,0.003455529,0.002425502,0.007854507,0.00491573,0.001053617,-0.007662835,0.001210871,-0.000406504,-0.001853143,-0.000750984,0.001877582,0.010778609,0.008027038,-0.004549356,0.005875441,0.006975269,0.003289253,-0.00123406,0.004901054,0.005074756,-0.002953337,0,0.006314068,0.016794872,0.004664514,0.00908632,-0.005266291,0.008655804,0.008876882,0.001285781,-0.004270298
0.011731461,0.010611205,0.007660577,0.012014671,0.009603944,0.013162739,0.014464802,0.019794853,0.01469996,0.010866295,0.007466757,0.024425989,0.006844006,0.008859358,0.013300971,0.011043349,-0.006061853,0.019758041,0.00925841,0.010031442,0.003110957,0.008054815,0.026088982,0.01368378,0.032175032,0.023754299,0.004091094,0.009785386,0.005297205,0.020614693,0.016194111,0.014668902,0.021061481,0.005257009,0.012276448,0.010231317,0.016062603,0.012606975,0.011308084,-0.03021327,0.003859296,0.009936859,-0.003883495,0.002142857,0.005752876,-0.003913084,-0.034830893,-0.011094109,0.013225256,0.003622139
0.007955988,0.006089878,0.006850459,0.009997501,0.006482027,0.007540656,0.008361217,0.005293806,0.002837865,0.00743729,0.005215747,0.015975203,0.007683208,0.011342847,0.005173901,0.007173133,0.028235294,0.012208259,0.003269755,0.004743552,0.007236389,0.009183832,0.011577753,0.010612586,0.018287614,0.005918561,0.019416296,0.007006891,0.004425241,0.015754682,0.012342123,0.008676167,0.010873007,0.009103235,0.00550235,0.011981506,0.008512363,0.010723373,0.008544922,-0.012217471,0.01784737,0.007456829,0.01901724,0.012473272,0.01541905,0.01411163,-0.015690377,-0.002324952,0,-0.034213945
-0.006381728,-0.008766437,-0.008961168,-0.00284583,-0.009116761,-0.009737601,-0.005652359,-0.008425487,-0.008568658,-0.008752735,-0.009286597,-0.009152781,-0.007037663,0.004341534,-0.006767706,-0.007283911,0.000407323,-0.004260376,-0.010229947,-0.011655356,-0.009917893,0.001537275,-0.031867145,-0.0003379,-0.023877551,-0.013883267,0.001589193,-0.008206044,-0.004365729,-0.007722622,-0.005940285,-0.004916042,-0.015507519,-0.010940499,-0.010109259,-0.006944535,0.012057878,-0.003227837,-0.005809731,0.034632035,-0.007895082,0.001168679,-0.008252965,-0.000351989,-0.006857703,-0.012482213,0.021253985,0.022105553,0,0.017040359
-0.008366433,-0.005895978,-0.006363027,-0.007445092,-0.009622689,-0.008378248,-0.008722033,-0.007169411,-0.008183633,-0.00607064,-0.006614257,-0.018237802,-0.005783506,-0.010086455,-0.005758157,-0.009293983,-0.00772683,-0.009259028,-0.013994329,-0.009255113,-0.005186575,-0.00974851,-0.03106166,-0.009025881,-0.020071085,-0.022914026,-0.007159857,-0.007431177,-0.004059322,-0.012533977,-0.011165278,-0.008641975,-0.016918589,-0.010867456,-0.0125,-0.007558331,-0.002779984,-0.008452026,-0.009009009,0.028093246,-0.009590472,-0.007003891,-0.008026052,-0.007394366,-0.00838471,-0.028182303,0.021852237,0.019726859,-0.004214737,0.016743092
0.009885802,0.011014616,0.011375126,0.014126766,0.011676468,0.010927456,0.007306809,0.010876348,0.014489837,0.010549695,0.012763818,0.018094089,0.009976098,0.010917031,0.012451737,0.012343647,0.019133241,0.006832075,0.017254174,0.016423083,0.012156999,0.008361846,0.053827751,0.013482369,0.032643482,0.018808012,0.013603947,0.011060065,0.002824859,0.01465238,0.006520356,0.007679535,0.021510574,0.022366098,0.016455696,-0.007845475,0.014336918,0.008174739,0.012285012,-0.052325581,0,0.004702194,0.01162638,0.001000355,0.01367819,0.030234276,-0.033604888,-0.033482143,-0.004253718,-0.020225733
0.001687764,0.001885607,0.003165875,0.005300789,0.003538332,0.006176764,0.003983897,0.005556046,0.001586987,0.003571429,0.002740012,-0.003436019,0.003822044,0.00611951,0.003193822,0.00463258,0.002488125,0.0125,0.002006201,0.001334124,0.004118051,0.006616524,0.006583428,0.001364412,0.00661157,-0.000239751,0.00760741,0.005217099,0.002185111,0.004258414,0.006162111,0.006179197,0.002197022,0.00326233,0.00498132,0.015926274,0.000392619,0.002342482,0.005820388,-0.006134969,0,0.005464119,0.002995507,0.004358889,0.003925417,0.007764405,-0.006322445,-0.009430331,0.004501195,-0.007966952
-0.007245156,-0.006064408,-0.00589652,-0.006866953,-0.006128274,-0.006138846,-0.009717846,-0.010261358,0.001180432,-0.006296195,-0.004644471,-0.015574842,-0.007617931,-0.01216458,-0.004229033,-0.005096695,-0.009025271,-0.003527337,0.01228613,0.012287195,-0.002050581,-0.00159857,0.036761389,-0.007153401,-0.01683087,-0.005791367,-0.002464499,-0.00092081,-0.003786495,-0.012152551,-0.010992462,-0.010440123,-0.006437497,0.001530222,0.002385378,-0.01074016,-0.010204082,-0.003442496,-0.005950801,-0.038271605,0.014047849,-0.014701262,-0.007964161,-0.020150876,-0.005376344,0.018677007,0.017497349,-0.01690305,0,0.008030934
0.007467753,0.005259836,0.005597327,0.007037906,0.005152462,0.005631756,0.008823866,0.006114311,0.007129631,0.006884298,0.008782681,-0.001207729,0.008831582,0.010503441,0.006966978,0.005286272,0.010018215,0.005086726,0.015823069,0.015940333,0.004109589,0.013878161,0.046552099,0.002744739,0.012943633,0.004860282,0.005529412,0.004440721,0.012011286,-0.000784457,0.007462687,0.005585436,0.012508645,0.015087853,0.01369101,0.009076821,0.001189532,0.004518527,0.008904382,-0.044929397,0.005923001,0.009798788,0.00777722,0.002373056,0.006633907,0.032887483,-0.015112038,-0.036363636,0,-0.011507819
-0.001431941,-0.002930096,-0.002907701,0.001839137,-0.003277311,-0.003251739,-0.001135933,-0.003875286,-0.000982125,-0.003554045,-0.00299106,0.006287787,-0.003193807,0.000358423,-0.00379111,-0.001456193,0.001330027,-0.003564171,-0.006726259,-0.007773139,-0.002046385,-0.002023209,-0.020785699,0.005132299,-0.009068425,-2.40038E-06,0.005421005,-0.001001001,-0.005894536,0.0022525,0.000788022,-0.004628677,-0.007962284,-0.006585136,-0.005487805,0.00381527,0.008712871,-0.00647482,-0.008421559,0.018817204,-0.003925417,-0.004327485,-0.008414239,-0.001939934,-0.005857945,-0.020537789,0.008656085,0.02173913,0.003999104,0
-0.001518347,-0.00356843,-0.002082986,0.000367152,-0.001011719,-0.003443589,-0.003411676,0.001768347,-0.000983091,-0.001922021,-0.000546454,0.016342225,-0.001467657,0.001074884,-0.003710399,-0.00267358,-0.005830838,-0.005142706,-0.002583979,-0.004207167,-0.005126452,0.000510619,-0.00764169,0.004084875,-0.009567388,-0.00695873,-0.005430566,-0.004342017,-0.005384615,0.005490483,-0.002834646,-0.001963418,-0.002217763,-0.003219697,0.000919681,-0.002489405,0.001570475,-0.004887762,-0.003154574,0.008575198,-0.002824302,-0.00270175,-0.001054429,-0.000435534,-0.000613798,-0.006647566,0.011876036,0.004014452,0,0.014925373
0.003548196,0.003581209,0.005176588,0.005382921,0.004050975,0.00654724,0.005424116,-0.000441306,0.007675654,0.004951857,0.007646338,0.006148026,0.007644808,0.003579098,0.007066463,0.006498781,0.01415308,0.006501581,0.007325353,0.007721445,0.004122295,0.00707428,0.023315508,0.010396655,0.010289794,0.013536379,0.002730109,0.006685676,0.013872776,0.010662541,0.006790903,0.002070822,0.013734124,0.011590348,0.007963247,0.00109553,0.008624069,0.005195561,0.005842259,-0.023544801,0,0.010993325,0.011812013,0.006845541,0.011914998,0.022007318,-0.011404873,-0.019992003,-0.002522116,0
