QQQ,XLK,VGT,FDN,IYW,IXN,XT,IGV,QTEC,FTEC,FXL,KWEB,SKYY,HACK,RYT,IGM,ARKK,ROBO,SOXX,SMH,TDIV,CIBR,SOXL,PNQI,TECL,CQQQ,ARKW,XNTK,IPAY,EMQQ,PSCT,PSJ,ROM,XSD,PSI,IEUS,SOCL,XSW,PTF,SOXS,JHMT,ITEQ,PXQ,ISRA,IGN,USD,TECS,SSG,SCID,REW
0.002898924,0.000341348,-0.002967359,0.007708544,-0.002636419,-0.005124214,0.000282486,-0.008406597,-0.008410313,-0.003140676,-0.010986893,0.032440056,0.008358997,0.008274984,-0.006117483,-0.001775778,-0.001078458,-0.009359251,-0.016681147,-0.024835428,0.003712164,0.02081488,-0.054235892,0.017687434,0.005201327,-0.015287039,0.016136163,-0.009402569,0.005780347,0.021511159,-0.027346731,-0.020083423,-0.004530011,-0.019229958,-0.016380655,0.020642202,0.004255319,-0.007641579,-0.023636702,0.036409291,-0.005573055,-0.014957931,-0.022274077,0.011996001,-0.015343699,-0.025626717,-0.014245014,0.015579357,-0.027603075,0
0.086716341,0.070832199,0.075315841,0.109097532,0.071801807,0.073868823,0.069189494,0.100763655,0.078003337,0.075353488,0.08244007,0.12704918,0.070244328,0.046717172,0.086311814,0.095469639,0.109581646,0.09496124,0.086587736,0.089291194,0.058036984,0.045986985,0.261396632,0.123994812,0.217949862,0.063748968,0.101152926,0.101405209,0.095402299,0.107396683,0.018438603,0.087970992,0.145051195,0.052217035,0.060666138,0.057389801,0.087469734,0.076049072,0.079679756,-0.241671714,0.077241715,0.045238848,0.052505967,0.043463945,0.046125078,0.147399547,-0.190751445,-0.146692234,0.054617319,-0.133052378
-0.012294597,-0.003690905,0.001468595,0.010592003,0.004416404,-0.008803351,-0.02614897,0.008289729,-0.002450664,0.001141021,0.003060857,-0.03530303,0.003261313,0.028648975,-0.002382332,0.00405976,-0.005594746,-0.052876106,0.002222584,0,-0.011024469,0.030692659,-0.027507625,0.009616124,-0.038822151,-0.028722248,0.019162386,0.003906297,-0.034889822,-0.035654861,-0.012198254,0.00753514,-0.00119225,-0.030061673,-0.003364486,-0.049207128,0.020038965,0.010252877,0.010769774,-0.062300319,0.004071477,-0.009382567,0.019789734,-0.03944462,0.018669315,0.004712939,-0.030357143,-0.046067416,-0.049403748,-0.029861111
-0.041113106,-0.039839258,-0.035250987,-0.020555736,-0.039230242,-0.034239863,-0.016544616,-0.010495627,-0.015774502,-0.035310895,-0.012385568,-0.040207319,-0.016253555,0.004690707,-0.023105718,-0.032400668,-0.045254403,-0.028264424,-0.025638252,-0.02028169,-0.028548124,0.006841046,-0.095804485,-0.026059128,-0.126809938,-0.050671355,-0.033339795,-0.040529379,-0.015221528,-0.031057432,0.006499415,-0.003739393,-0.081468218,-0.016823417,-0.009002251,-0.008940853,-0.057571623,0.002296944,-0.002445415,0.025553663,-0.02455508,-0.022609227,-0.001617142,-0.020367937,0.003704426,-0.044066098,0.085819521,0.008244994,-0.008243728,0.059413028
0.003931848,2.75046E-05,-0.001052324,0.026793861,-0.00166419,0.000253694,-0.00689465,0.023158515,-0.018260641,-0.000934743,-0.016175936,-0.035837015,0.033663775,0.051940473,-0.002774841,0.007744595,0.001281066,-0.028605769,-0.063728211,-0.068813494,-0.012034705,0.03197442,-0.202552356,0.010405257,-0.015796823,-0.026267048,-0.004210948,-0.009775194,0.01904499,-0.046807428,-0.01653106,0.022231846,-0.009638293,-0.041886454,-0.074375473,0.023421235,-0.0193978,0.025048009,-0.016109263,0.166943522,-0.009930716,0.01219131,0.013970439,0.001006036,0.003302253,-0.106318295,-0.018656716,0.081775701,0.022406939,-0.007432432
0.056508765,0.066637329,0.070462925,0.085151074,0.074656189,0.056749731,0.017772841,0.053562172,0.053124582,0.071371249,0.053205247,0.041581806,0.044555445,0.040177531,0.051079899,0.065295516,0.11258956,0.023756496,0.110873948,0.103025937,0.026912181,0.0232378,0.354452195,0.045451026,0.204132305,0.020058793,0.07591623,0.057335814,0.03599675,-0.010141446,0.078529219,0.079367321,0.150792783,0.114144553,0.128194643,-0.017630107,0.032477118,0.04356472,0.085958356,-0.28113879,0.061581526,0.059604694,0.045327476,0.051926298,-0.00909971,0.226454886,-0.178707224,-0.194924406,-0.030399434,-0.136147039
0.008531921,-0.005230179,-0.00836477,0.024791543,-0.011633705,-0.013860554,-0.011732606,-0.001803969,-0.02249047,-0.005461214,-0.013857218,-0.032752159,0.016641163,-0.012224522,-0.001197605,0.000882292,0.033348666,-0.02973169,-0.048729718,-0.043202389,-0.023724138,-0.003785011,-0.143298594,0.030069619,-0.017158848,-0.051364638,0.036870672,0.002640669,0.012836937,-0.007818819,-0.000243516,-0.005756902,-0.023755226,-0.032737522,-0.054186299,-0.026574633,0.018587361,0.002865145,-0.018682399,0.134653465,-0.014062843,-0.010784028,0.002292264,-0.005095541,0.021492771,-0.120879121,0,0.119382964,-0.014582574,0.015760441
0.027421237,0.020944308,0.026243246,-0.015982564,0.022756572,0.016184971,0.041689674,0.015717415,0.030807227,0.02031908,0.005691925,-0.059299191,0.003951082,-0.011069114,0.015461315,0.016593207,-0.009347874,0.01793722,0.040958312,0.038326507,0.035885843,-0.008738602,0.113162176,-0.029479436,0.052375244,-0.043245175,-0.005415162,-0.005887,0.019359835,-0.0375,0.021312873,0.01618634,0.041463889,0.030014701,0.045985821,0.015422797,-0.074957889,0.015474062,0.000835003,-0.12565445,0.016269222,0.027106659,0.006098723,0.033610755,-0.011285386,0.032175926,-0.066919192,-0.041941282,0.025157233,-0.048875097
0.059738785,0.066287518,0.089609971,0.075599852,0.073162712,0.057301958,0.028094355,0.082870545,0.024211854,0.074900499,0.117969579,-0.09258596,0.062031484,0.102648103,0.053011,0.073246621,0.116378342,0.046010768,0.026141325,0.022917254,0.042007638,0.096588731,0.068174598,0.025114832,0.20249199,-0.078819574,0.079128857,0.024446551,0.074955685,-0.067193676,0.07083234,0.120564621,0.148317757,0.058701741,0.030958051,-0.010998603,0.008194234,0.108257783,0.136325713,-0.081836327,0.056578947,0.051061388,0.107217276,0.047692784,0.090152834,0.054047993,-0.174560217,-0.059412133,-0.020570191,-0.132952692
-0.004769049,-0.003902364,-0.001528449,-0.028141945,-0.009396384,-0.007928418,-0.000257798,0.020762796,-0.022900763,-0.005855338,0.005853504,-0.035129268,0.000705841,-0.007675167,-0.005488669,-0.004229837,-0.04709197,-0.018951802,-0.027418847,-0.022954733,0.004712042,-0.004194338,-0.080537711,-0.02637855,-0.009710462,-0.02351987,-0.030608813,-0.006145779,0.009658422,-0.030569007,-0.062249443,0.005431642,-0.018067877,-0.037515441,-0.054726368,-0.020300088,-0.035821794,-0.002873639,-0.030543319,0.059782609,-0.00871731,-0.016921397,-0.009067579,-0.019213716,-0.021827862,-0.042340426,-0.002185792,0.03125,0.00073692,0.011288805
-0.086361923,-0.079657159,-0.084588415,-0.109965393,-0.08428704,-0.084941203,-0.092315627,-0.106092386,-0.098664315,-0.086695172,-0.128342246,-0.149928411,-0.083759478,-0.099051896,-0.095246573,-0.102758687,-0.09968321,-0.131409492,-0.119950313,-0.119913542,-0.078686816,-0.123552124,-0.349657135,-0.113123515,-0.249925262,-0.15801495,-0.071651631,-0.110718204,-0.087027531,-0.127692788,-0.108419428,-0.125862069,-0.172648156,-0.113234447,-0.120676692,-0.098558559,-0.092413362,-0.114026448,-0.140714935,0.367179487,-0.096314908,-0.086063298,-0.09996547,-0.066606389,-0.08798984,-0.234836703,0.214676889,0.237911025,-0.085787923,0.16
-0.001060758,-0.018833511,-0.013755529,0.002459927,-0.02004166,-0.018839676,0.033522727,0.013205282,0.036907591,-0.017039535,0.024359437,0.042829644,-0.001732102,0.013292717,0.015807425,-0.003510825,0.04058175,0.015925316,0.032832157,0.022851041,0.018665158,0.019623548,0.06585099,-0.00041848,-0.083459546,0.077928483,0.008035881,0.006842928,-0.006644518,0.048317824,0.018380394,0.045496384,-0.049589261,0.051351813,0.041898247,-0.034779133,0.009631923,0.009105683,0.001233915,-0.137284321,-0.001621872,0.02673147,0.003644734,0.028414595,0.018500099,0.009581882,0.018935978,-0.045833333,-0.017720499,0.023255814
-0.090673117,-0.08844828,-0.087403599,-0.076624713,-0.082150859,-0.082909461,-0.08411215,-0.065866006,-0.083591749,-0.087660434,-0.074863484,-0.130826027,-0.069789859,-0.074883848,-0.090269258,-0.081727433,-0.161857529,-0.115675676,-0.067855021,-0.088318196,-0.079400333,-0.079340141,-0.22165189,-0.080298083,-0.261436772,-0.092656143,-0.213014461,-0.295543767,-0.099048109,-0.081939228,-0.094951609,-0.069551,-0.168757247,-0.084985527,-0.087812885,-0.065645061,-0.054855196,-0.074199121,-0.067957746,0.144347826,-0.082385704,-0.069230769,-0.074159021,-0.119309262,-0.07421875,-0.143802128,0.225221239,0.105349345,-0.096760968,0.147335423
